titulo,link,noticia,data_publicacao
"ALGODÃO/CEPEA: Apesar de enfraquecido, preço interno remunera mais que o para exportação",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/algodao-cepea-apesar-de-enfraquecido-preco-interno-remunera-mais-que-o-para-exportacao.aspx,"Cepea, 15/03/2023 &ndash; Os valores da pluma est&atilde;o enfraquecidos no mercado dom&eacute;stico, de acordo com dados do Cepea. A paridade de exporta&ccedil;&atilde;o, por sua vez, tem sido sustentada pela valoriza&ccedil;&atilde;o do d&oacute;lar. Apesar desse cen&aacute;rio, as cota&ccedil;&otilde;es dom&eacute;sticas do algod&atilde;o ainda remuneram mais que as para exporta&ccedil;&atilde;o","Tue, 14 Mar 2023 16:47:46 -0300"
CAFÉ/CEPEA: Quebra da produção e valores internos mais atrativos limitam embarques,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/cafe-cepea-quebra-da-producao-e-valores-internos-mais-atrativos-limitam-embarques.aspx,"Cepea, 15/03/2023 &ndash; As exporta&ccedil;&otilde;es de caf&eacute; da atual temporada v&ecirc;m sendo limitadas pela combina&ccedil;&atilde;o dos seguintes fatores: pre&ccedil;os internos mais atrativos que os externos e pela quebra na produ&ccedil;&atilde;o nacional da safra 2022/23, prejudicada pelo clima desfavor&aacute;vel (geada e chuvas). Segundo dados do Cecaf&eacute; (Conselho dos Exportadores de Caf&eacute; do Brasil), na parcial da safra 2022/23 (de julho/22 a fevereiro/23), os embarques somam 24,6 milh&otilde;es de sacas de caf&eacute;, queda de 7,8% frente aos 26,7 milh&otilde;es de sacas do mesmo per&iacute;odo de 2021/22. As vendas do gr&atilde;o remanescente no mercado spot nacional tamb&eacute;m est&atilde;o lentas","Tue, 14 Mar 2023 16:44:18 -0300"
The egg sector has been counting on trustworthy price parameters for 10 years,https://www.cepea.esalq.usp.br/en/opinion/the-egg-sector-has-been-counting-on-trustworthy-price-parameters-for-10-years.aspx,"PRICE GATHERING IN A DECADE &ndash; In May 2023, the release of egg prices by Cepea completes ten years. This means that players from the egg sector have been counting on reliable parameters for the decision-making for a decade.

&nbsp;

The Egg Team at Cepea collected, at first, prices for extra white and brown eggs in the two most important producers in Brazil: S&atilde;o Paulo and Minas Gerais","Wed, 05 Apr 2023 14:59:03 -0300"
Prices rise and offset losses caused by halt of beef exports to China,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/prices-rise-and-offset-losses-caused-by-halt-of-beef-exports-to-china.aspx,"Cepea, April 4th, 2023

&nbsp;

&nbsp;

CATTLE &ndash; Fed cattle prices rose in the Brazilian market in March, boosted by both the resume of beef exports to China &ndash; which occurred on March 23rd &ndash; and lower supply of animals, since many farmers are keeping their cattle on pastures because of their good conditions.

&nbsp;

The resume of shipments to China was already expected by Brazilian agents, who were based on China&rsquo;s needs for meat. With the recent valuations, the prices for fed cattle have returned to the levels from mid-February, before expor","Tue, 04 Apr 2023 17:30:14 -0300"
Uncertain world economy increases pressure on cotton prices,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/uncertain-world-economy-increases-pressure-on-cotton-prices.aspx,"Cepea, April 4th, 2023 &ndash; Uncertainties related to the world economy reduced liquidity and pressed down the quotations of agricultural commodities in March, mainly cotton, which is vulnerable to the inflation and income issues. In Brazil, Cepea collaborators reported difficulties to sell cotton products, making the devaluations of the raw material even steeper.

&nbsp;

With difficulties to sell finished products, agents from cotton processors purchased only small volumes of cotton, aiming to meet urgent demands and/or replenish inventories","Tue, 04 Apr 2023 17:29:15 -0300"
"Demand for robusta coffee increases in late March, and prices offset part of the recent losses",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/demand-for-robusta-coffee-increases-in-late-march-and-prices-offset-part-of-the-recent-losses.aspx,"Cepea, April 4th, 2023 &ndash; After dropping steeply in the Brazilian market in the first three weeks of March, the prices for robusta coffee reacted and began to rise late in the month.

&nbsp;

The devaluations observed in the first weeks of March were linked to the lower volumes purchased by national coffee roasters and price drops abroad. On the other hand, the recent valuations reflected the return of purchasers to the Brazilian spot market, which resulted in more deals being closed","Tue, 04 Apr 2023 17:20:19 -0300"
"With higher supply and weak demand, quotations fade in BR in March",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/with-higher-supply-and-weak-demand-quotations-fade-in-br-in-march.aspx,"Cepea, April 4th, 2023 &ndash; While Brazilian corn farmers needed to sell the summer crop in March, purchasers (domestic and foreign buyers) reduced the volumes acquired. In that scenario, corn prices dropped in Brazil last month.

&nbsp;

As for sellers, many of them were willing to lower asking prices in many regions, majorly in those where the summer crop is produced, such as Paran&aacute;","Tue, 04 Apr 2023 17:07:43 -0300"
"With only a few large-sized plants processing oranges, juice production slows down in BR",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/with-only-a-few-large-sized-plants-processing-oranges-juice-production-slows-down-in-br.aspx,"Cepea, April 4th, 2023 &ndash; The 2022/23 orange season in the citrus belt (S&atilde;o Paulo State and the Tri&acirc;ngulo Mineiro) is ending, while the oranges from next season are still green. Thus, the volume of oranges being processed at the plants in SP has been low. Considering large-sized plants, only three of them were processing oranges in March","Tue, 04 Apr 2023 17:03:12 -0300"
Lower supply from Argentina halts price drops in Brazil,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/lower-supply-from-argentina-halts-price-drops-in-brazil.aspx,"Cepea, April 4th, 2023 &ndash; Agents in the soybean market have been monitoring the harvesting in South America and the first sowing estimates in the United States. While the Brazilian harvest is in progress and the output may set a record, in Argentina, production estimates have been revised down. This scenario in Argentina ended up raising the prices for soybean and by-products in the USA and limiting the downward trend of quotations in Brazil in late March","Tue, 04 Apr 2023 17:00:49 -0300"
Average sugar price remains stable at the end of the 22/23 inter-harvest period,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/average-sugar-price-remains-stable-at-the-end-of-the-22-23-inter-harvest-period.aspx,"Cepea, April 4th, 2023 &ndash; In March, the last official month of the 2022/23 season, the average price for white crystal sugar closed at BRL 132.00 per 50-kilo bag in the spot market of S&atilde;o Paulo State, a slight 0.07% down from that in February/23 (BRL 132","Tue, 04 Apr 2023 16:52:18 -0300"
Prices end March stable in the Brazilian market,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/prices-end-march-stable-in-the-brazilian-market.aspx,"Cepea, April 4th, 2023 &ndash; Wheat prices had slight fluctuations in the Brazilian market in March but ended the month stable compared to that in late February. As for liquidity, not many deals were closed along the month. Agents from the wheat mills surveyed by Cepea reported to have the cereal stocked, while many sellers were focused on finishing crop activities for both soybean and corn","Tue, 04 Apr 2023 16:47:48 -0300"
Prices decrease 15% in the season,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/prices-decrease-15-in-the-season.aspx,"Cepea, April 4th, 2023 &ndash; Price averages for anhydrous and hydrous ethanol dropped significantly in the 2022/23 season (which officially ended on March 31st) compared to the previous season in S&atilde;o Paulo state. From April/22 to March/23, anhydrous values downed 14.7%, and for hydrous, 15","Tue, 04 Apr 2023 16:43:04 -0300"
"Milk price continues on the rise in February, rising 6.7% in the 1st bimester",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/milk-price-continues-on-the-rise-in-february-rising-6-7-in-the-1st-bimester.aspx,"Cepea, April 4th, 2023 &ndash; The price paid by dairy plants for raw milk in February closed at BRL 2.7276/liter on the net &ldquo;Brazil Average&rdquo;, 1.6% higher than that in January and 16","Tue, 04 Apr 2023 16:33:52 -0300"
"Prices drop, but dollar and higher liquidity limit devaluations",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/prices-drop-but-dollar-and-higher-liquidity-limit-devaluations.aspx,"Cepea, March 16th, 2023 &ndash; Soybean prices dropped in the Brazilian market in the first fortnight of March, influenced by low demand from abroad, majorly from China. Besides, expectations for a record harvest in Brazil in the 2022/23 season and for a larger area with soybean crops in the United States in 2023/24 added to devaluations abroad and lower export premiums helped to press down domestic quotations. On the other hand, the US dollar appreciation and the increase in the domestic liquidity limited steeper price drops in Brazil","Thu, 16 Mar 2023 14:32:19 -0300"
"Sowing is late in BR, but harvest is still expected to set a record",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/sowing-is-late-in-br-but-harvest-is-still-expected-to-set-a-record.aspx,"Cepea, March 16th, 2023 &ndash; Although sowing of the second crop of corn is late in Brazil, official data still point to a record output. On the other hand, in Argentina, estimates were revised down again, pressing down the world corn supply &ndash; it is important to highlight that the estimates for the world supply of corn did not decrease more steeply because of the higher output in Brazil and the maintenance in the United States.

&nbsp;

In this context, while farmers are monitoring crops, national purchasers are buying new batches only to replenish stocks","Thu, 16 Mar 2023 11:50:50 -0300"
Volume exported and price paid for the Brazilian juice rise in the 2022/23 season,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/volume-exported-and-price-paid-for-the-brazilian-juice-rise-in-the-2022-23-season.aspx,"Cepea, March 16th, 2023 &ndash; The Brazilian exports of orange juice are on the rise in the current season (2022/23). According to data from Secex (Foreign Trade Secretariat), between July/22 and Feb/23, Brazil exported 776.3 thousand tons of Frozen Concentrate Orange Juice (FCOJ) Equivalent, 14% more than that shipped in the same period of the previous season","Thu, 16 Mar 2023 11:48:33 -0300"
Sales in the domestic market are still more advantageous than exports,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/sales-in-the-domestic-market-are-still-more-advantageous-than-exports.aspx,"Cepea, March 16th, 2023 &ndash; Cotton prices have been weak in Brazil, while the export parity value is being underpinned by the dollar appreciation. Still, remuneration in the domestic market has been higher than that from exports. Also, domestic prices are higher than that paid for the cotton already exported (Secex), previously purchased through contracts","Thu, 16 Mar 2023 11:47:34 -0300"
Lower supply in Brazil limits exports in the 22/23 season,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/lower-supply-in-brazil-limits-exports-in-the-22-23-season.aspx,"Cepea, March 16th, 2023 &ndash; The crop failure in Brazil in the 2022/23 season, due to weather issues (frosts and excessive rains), added to the fact that domestic prices have been higher than export values have been limiting Brazilian coffee exports in the current season. On the other hand, in the 2023/24 season, agents believe exports will recover.

&nbsp;

In February, Brazil exported 2","Thu, 16 Mar 2023 11:43:47 -0300"
"Liquidity is low, but prices remain relatively firm in the Brazilian market",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/liquidity-is-low-but-prices-remain-relatively-firm-in-the-brazilian-market.aspx,"Cepea, March 16th, 2023 &ndash; Sugar sales (white crystal sugar) were mostly low in S&atilde;o Paulo State in the first fortnight of March, keeping prices relatively stable until March 9th, between BRL 130 and BRL 131.00 per 50-kilo bag. From March 10th onwards, quotations increased slightly, ranging between BRL 132 and BRL 133/bag","Thu, 16 Mar 2023 11:42:16 -0300"
"With record output, Brazil may become the 10th biggest wheat-exporting country in the world",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/with-record-output-brazil-may-become-the-10th-biggest-wheat-exporting-country-in-the-world.aspx,"Cepea, March 16th, 2023 &ndash; Official estimates indicating the Brazilian wheat output may set a record have been offsetting the lower supply in Argentina, which is the number one wheat supplier to Brazil. Also, the higher harvest is favoring wheat exports, which are expected to increase compared to that in the previous season and, thus, make Brazil the 10th biggest wheat-exporting country in the world.

&nbsp;

These are the USDA&rsquo;s estimates released in early March","Thu, 16 Mar 2023 11:41:19 -0300"
High stocks and nearness of 23/24 crop press down quotations for hydrous ethanol in BR,https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/high-stocks-and-nearness-of-23-24-crop-press-down-quotations-for-hydrous-ethanol-in-br.aspx,"Cepea, March 16th, 2023 &ndash; The nearness of the 2023/24 sugarcane season (which officially begins on April 1st, 2023) added to high ending stocks pressed down the quotations for hydrous ethanol in S&atilde;o Paulo State in the first fortnight of March.

&nbsp;

Between March 6 and 10, the CEPEA/ESALQ Indexes for hydrous ethanol closed at BRL 2.6937/liter (net of ICMS and PIS/Cofins), 0","Thu, 16 Mar 2023 11:39:57 -0300"
"Despite suspension to China, Brazilian beef exports are high in the 1st bimester",https://www.cepea.esalq.usp.br/en/brazilian-agribusiness-news/despite-suspension-to-china-brazilian-beef-exports-are-high-in-the-1st-bimester.aspx,"Cepea, March 16th, 2023

&nbsp;

CATTLE &ndash; Fed cattle sales were weak in the Brazilian market in the first fortnight of March, keeping prices at low levels. In general, the agents in the national cattle sector have been cautious when closing deal, waiting for China to resume importing beef from Brazil. Shipments to the Asian country have been suspended since February 23rd, due to the agreement between the two countries in cases of mad cow disease","Thu, 16 Mar 2023 11:38:45 -0300"
